gffishingyear,q_fy,stockcode,stock_string,spstock2,live_priceGDP,fGDPtoSFD,proportion_observed
2014,4,17,SNEMA Winter Flounder,,1.8845809,1.1737398,.25544801
2015,1,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,.94463682,1.1737398,.19325458
2015,1,3,GBW Cod,codGB,1.6154858,1.1737398,.15160577
2015,1,5,GBW Haddock,haddockGB,.84941852,1.1737398,.220809
2015,1,6,GB Winter Flounder,winterflounderGB,1.6141536,1.1737398,.16071595
2015,1,7,GB Yellowtail Flounder,yellowtailflounderGB,1.4107733,1.1737398,.20298618
2015,1,8,GOM Cod,codGOM,2.0748568,1.1737398,.25989178
2015,1,9,GOM Haddock,haddockGOM,1.236219,1.1737398,.23753491
2015,1,10,GOM Winter Flounder,winterflounderGOM,1.5898863,1.1737398,.2223781
2015,1,11,Plaice,americanplaiceflounder,1.4749619,1.1737398,.19899908
2015,1,12,Pollock,pollock,1.3776988,1.1737398,.21333967
2015,1,13,Redfish,redfish,.53884453,1.1737398,.23550597
2015,1,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.4186622,1.1737398,.16149893
2015,1,15,White Hake,whitehake,1.3673135,1.1737398,.21355224
2015,1,16,Witch Flounder,witchflounder,2.1822426,1.1737398,.18858658
2015,1,17,SNEMA Winter Flounder,,1.738325,1.1737398,.28976464
2015,2,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.3432046,1.1737398,.19325458
2015,2,3,GBW Cod,codGB,1.6645718,1.1737398,.15160577
2015,2,5,GBW Haddock,haddockGB,1.0815839,1.1737398,.220809
2015,2,6,GB Winter Flounder,winterflounderGB,2.2908933,1.1737398,.16071595
2015,2,7,GB Yellowtail Flounder,yellowtailflounderGB,1.6024973,1.1737398,.20298618
2015,2,8,GOM Cod,codGOM,1.9520934,1.1737398,.25989178
2015,2,9,GOM Haddock,haddockGOM,1.0568074,1.1737398,.23753491
2015,2,10,GOM Winter Flounder,winterflounderGOM,1.9845507,1.1737398,.2223781
2015,2,11,Plaice,americanplaiceflounder,1.4763218,1.1737398,.19899908
2015,2,12,Pollock,pollock,1.036588,1.1737398,.21333967
2015,2,13,Redfish,redfish,.46781048,1.1737398,.23550597
2015,2,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.819278,1.1737398,.16149893
2015,2,15,White Hake,whitehake,1.0086877,1.1737398,.21355224
2015,2,16,Witch Flounder,witchflounder,2.3671985,1.1737398,.18858658
2015,2,17,SNEMA Winter Flounder,,2.1269321,1.1737398,.28976464
2015,3,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.6134179,1.1737398,.19325458
2015,3,3,GBW Cod,codGB,1.698158,1.1737398,.15160577
2015,3,5,GBW Haddock,haddockGB,1.1247542,1.1737398,.220809
2015,3,6,GB Winter Flounder,winterflounderGB,2.6312878,1.1737398,.16071595
2015,3,7,GB Yellowtail Flounder,yellowtailflounderGB,1.856964,1.1737398,.20298618
2015,3,8,GOM Cod,codGOM,2.1512511,1.1737398,.25989178
2015,3,9,GOM Haddock,haddockGOM,1.1109118,1.1737398,.23753491
2015,3,10,GOM Winter Flounder,winterflounderGOM,2.1663897,1.1737398,.2223781
2015,3,11,Plaice,americanplaiceflounder,1.9665877,1.1737398,.19899908
2015,3,12,Pollock,pollock,.71713573,1.1737398,.21333967
2015,3,13,Redfish,redfish,.55444783,1.1737398,.23550597
2015,3,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.9045008,1.1737398,.16149893
2015,3,15,White Hake,whitehake,1.2249492,1.1737398,.21355224
2015,3,16,Witch Flounder,witchflounder,2.8168874,1.1737398,.18858658
2015,3,17,SNEMA Winter Flounder,,2.2753911,1.1737398,.28976464
2015,4,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.4685431,1.1737398,.19325458
2015,4,3,GBW Cod,codGB,1.382941,1.1737398,.15160577
2015,4,5,GBW Haddock,haddockGB,1.0757933,1.1737398,.220809
2015,4,6,GB Winter Flounder,winterflounderGB,1.4477162,1.1737398,.16071595
2015,4,7,GB Yellowtail Flounder,yellowtailflounderGB,1.5026031,1.1737398,.20298618
2015,4,8,GOM Cod,codGOM,1.8035526,1.1737398,.25989178
2015,4,9,GOM Haddock,haddockGOM,1.2688587,1.1737398,.23753491
2015,4,10,GOM Winter Flounder,winterflounderGOM,1.898551,1.1737398,.2223781
2015,4,11,Plaice,americanplaiceflounder,2.0448349,1.1737398,.19899908
2015,4,12,Pollock,pollock,1.045049,1.1737398,.21333967
2015,4,13,Redfish,redfish,.53556705,1.1737398,.23550597
2015,4,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.8334118,1.1737398,.16149893
2015,4,15,White Hake,whitehake,1.6672089,1.1737398,.21355224
2015,4,16,Witch Flounder,witchflounder,2.1159093,1.1737398,.18858658
2015,4,17,SNEMA Winter Flounder,,1.9822625,1.1737398,.28976464
2016,1,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.6212361,1.1737398,.14977194
2016,1,3,GBW Cod,codGB,2.1426353,1.1737398,.15691781
2016,1,5,GBW Haddock,haddockGB,.92810589,1.1737398,.15457556
2016,1,6,GB Winter Flounder,winterflounderGB,3.1810377,1.1737398,.1243825
2016,1,7,GB Yellowtail Flounder,yellowtailflounderGB,2.1812317,1.1737398,.13293709
2016,1,8,GOM Cod,codGOM,2.4945681,1.1737398,.19895719
2016,1,9,GOM Haddock,haddockGOM,1.1853237,1.1737398,.15417579
2016,1,10,GOM Winter Flounder,winterflounderGOM,2.771816,1.1737398,.098556966
2016,1,11,Plaice,americanplaiceflounder,2.5003693,1.1737398,.16992326
2016,1,12,Pollock,pollock,1.2199053,1.1737398,.13357887
2016,1,13,Redfish,redfish,.50612009,1.1737398,.13007417
2016,1,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,2.2853568,1.1737398,.17818597
2016,1,15,White Hake,whitehake,1.3252753,1.1737398,.19020605
2016,1,16,Witch Flounder,witchflounder,3.2074809,1.1737398,.1752964
2016,1,17,SNEMA Winter Flounder,,2.6669474,1.1737398,.14245854
2016,2,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.9328359,1.1737398,.14977194
2016,2,3,GBW Cod,codGB,2.069566,1.1737398,.15691781
2016,2,5,GBW Haddock,haddockGB,.98740739,1.1737398,.15457556
2016,2,6,GB Winter Flounder,winterflounderGB,3.2107878,1.1737398,.1243825
2016,2,7,GB Yellowtail Flounder,yellowtailflounderGB,2.0011504,1.1737398,.13293709
2016,2,8,GOM Cod,codGOM,2.1322961,1.1737398,.19895719
2016,2,9,GOM Haddock,haddockGOM,1.1472327,1.1737398,.15417579
2016,2,10,GOM Winter Flounder,winterflounderGOM,3.1192026,1.1737398,.098556966
2016,2,11,Plaice,americanplaiceflounder,2.4544663,1.1737398,.16992326
2016,2,12,Pollock,pollock,.98257172,1.1737398,.13357887
2016,2,13,Redfish,redfish,.55297387,1.1737398,.13007417
2016,2,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,2.0924268,1.1737398,.17818597
2016,2,15,White Hake,whitehake,1.3927606,1.1737398,.19020605
2016,2,16,Witch Flounder,witchflounder,3.1899137,1.1737398,.1752964
2016,2,17,SNEMA Winter Flounder,,2.8848448,1.1737398,.14245854
2016,3,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.8670721,1.1737398,.14977194
2016,3,3,GBW Cod,codGB,2.318598,1.1737398,.15691781
2016,3,5,GBW Haddock,haddockGB,1.1744272,1.1737398,.15457556
2016,3,6,GB Winter Flounder,winterflounderGB,2.9710305,1.1737398,.1243825
2016,3,7,GB Yellowtail Flounder,yellowtailflounderGB,1.9838766,1.1737398,.13293709
2016,3,8,GOM Cod,codGOM,2.6140642,1.1737398,.19895719
2016,3,9,GOM Haddock,haddockGOM,1.2682937,1.1737398,.15417579
2016,3,10,GOM Winter Flounder,winterflounderGOM,2.7631423,1.1737398,.098556966
2016,3,11,Plaice,americanplaiceflounder,2.4694045,1.1737398,.16992326
2016,3,12,Pollock,pollock,.77331668,1.1737398,.13357887
2016,3,13,Redfish,redfish,.56486458,1.1737398,.13007417
2016,3,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,2.439832,1.1737398,.17818597
2016,3,15,White Hake,whitehake,1.2398617,1.1737398,.19020605
2016,3,16,Witch Flounder,witchflounder,3.5534291,1.1737398,.1752964
2016,3,17,SNEMA Winter Flounder,,2.8397906,1.1737398,.14245854
2016,4,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.31077,1.1737398,.14977194
2016,4,3,GBW Cod,codGB,1.914758,1.1737398,.15691781
2016,4,5,GBW Haddock,haddockGB,.94205511,1.1737398,.15457556
2016,4,6,GB Winter Flounder,winterflounderGB,1.9208498,1.1737398,.1243825
2016,4,7,GB Yellowtail Flounder,yellowtailflounderGB,.98430818,1.1737398,.13293709
2016,4,8,GOM Cod,codGOM,2.1021619,1.1737398,.19895719
2016,4,9,GOM Haddock,haddockGOM,1.1699942,1.1737398,.15417579
2016,4,10,GOM Winter Flounder,winterflounderGOM,1.9610213,1.1737398,.098556966
2016,4,11,Plaice,americanplaiceflounder,2.0576587,1.1737398,.16992326
2016,4,12,Pollock,pollock,.70267427,1.1737398,.13357887
2016,4,13,Redfish,redfish,.5482803,1.1737398,.13007417
2016,4,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,2.1872327,1.1737398,.17818597
2016,4,15,White Hake,whitehake,1.1584102,1.1737398,.19020605
2016,4,16,Witch Flounder,witchflounder,2.1962504,1.1737398,.1752964
2016,4,17,SNEMA Winter Flounder,,2.4638972,1.1737398,.14245854
2017,1,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.3513265,1.1737398,.25966173
2017,1,3,GBW Cod,codGB,2.2180378,1.1737398,.18250832
2017,1,5,GBW Haddock,haddockGB,.87360185,1.1737398,.12773652
2017,1,6,GB Winter Flounder,winterflounderGB,2.7312477,1.1737398,.097411975
2017,1,7,GB Yellowtail Flounder,yellowtailflounderGB,1.5824745,1.1737398,.025055399
2017,1,8,GOM Cod,codGOM,2.5189853,1.1737398,.34103867
2017,1,9,GOM Haddock,haddockGOM,1.1558105,1.1737398,.24850625
2017,1,10,GOM Winter Flounder,winterflounderGOM,2.5454361,1.1737398,.14729284
2017,1,11,Plaice,americanplaiceflounder,2.2182248,1.1737398,.21452142
2017,1,12,Pollock,pollock,.77932078,1.1737398,.21736555
2017,1,13,Redfish,redfish,.45095116,1.1737398,.19450805
2017,1,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.7464107,1.1737398,.25629115
2017,1,15,White Hake,whitehake,.86538666,1.1737398,.19613957
2017,1,16,Witch Flounder,witchflounder,2.4569588,1.1737398,.23772097
2017,1,17,SNEMA Winter Flounder,,2.4864128,1.1737398,.22901037
2017,2,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.4346746,1.1737398,.25966173
2017,2,3,GBW Cod,codGB,1.9482614,1.1737398,.18250832
2017,2,5,GBW Haddock,haddockGB,.668046,1.1737398,.12773652
2017,2,6,GB Winter Flounder,winterflounderGB,3.0678973,1.1737398,.097411975
2017,2,7,GB Yellowtail Flounder,yellowtailflounderGB,1.6708657,1.1737398,.025055399
2017,2,8,GOM Cod,codGOM,2.1596963,1.1737398,.34103867
2017,2,9,GOM Haddock,haddockGOM,.79242361,1.1737398,.24850625
2017,2,10,GOM Winter Flounder,winterflounderGOM,2.3887227,1.1737398,.14729284
2017,2,11,Plaice,americanplaiceflounder,1.9433303,1.1737398,.21452142
2017,2,12,Pollock,pollock,.89075851,1.1737398,.21736555
2017,2,13,Redfish,redfish,.47761011,1.1737398,.19450805
2017,2,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,2.4061205,1.1737398,.25629115
2017,2,15,White Hake,whitehake,.84883493,1.1737398,.19613957
2017,2,16,Witch Flounder,witchflounder,1.9936972,1.1737398,.23772097
2017,2,17,SNEMA Winter Flounder,,2.634316,1.1737398,.22901037
2017,3,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.5251536,1.1737398,.25966173
2017,3,3,GBW Cod,codGB,2.3881941,1.1737398,.18250832
2017,3,5,GBW Haddock,haddockGB,.78534526,1.1737398,.12773652
2017,3,6,GB Winter Flounder,winterflounderGB,3.102262,1.1737398,.097411975
2017,3,7,GB Yellowtail Flounder,yellowtailflounderGB,1.7073426,1.1737398,.025055399
2017,3,8,GOM Cod,codGOM,2.6086349,1.1737398,.34103867
2017,3,9,GOM Haddock,haddockGOM,.94338739,1.1737398,.24850625
2017,3,10,GOM Winter Flounder,winterflounderGOM,2.8807454,1.1737398,.14729284
2017,3,11,Plaice,americanplaiceflounder,2.3889191,1.1737398,.21452142
2017,3,12,Pollock,pollock,.72145438,1.1737398,.21736555
2017,3,13,Redfish,redfish,.50769824,1.1737398,.19450805
2017,3,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,2.5408852,1.1737398,.25629115
2017,3,15,White Hake,whitehake,.88984138,1.1737398,.19613957
2017,3,16,Witch Flounder,witchflounder,2.1789391,1.1737398,.23772097
2017,3,17,SNEMA Winter Flounder,,2.8651288,1.1737398,.22901037
2017,4,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.1660851,1.1737398,.25966173
2017,4,3,GBW Cod,codGB,1.8543611,1.1737398,.18250832
2017,4,5,GBW Haddock,haddockGB,.76835746,1.1737398,.12773652
2017,4,6,GB Winter Flounder,winterflounderGB,3.7723827,1.1737398,.097411975
2017,4,7,GB Yellowtail Flounder,yellowtailflounderGB,1.1498342,1.1737398,.025055399
2017,4,8,GOM Cod,codGOM,2.0692544,1.1737398,.34103867
2017,4,9,GOM Haddock,haddockGOM,1.1148223,1.1737398,.24850625
2017,4,10,GOM Winter Flounder,winterflounderGOM,2.2761884,1.1737398,.14729284
2017,4,11,Plaice,americanplaiceflounder,2.20207,1.1737398,.21452142
2017,4,12,Pollock,pollock,.67740417,1.1737398,.21736555
2017,4,13,Redfish,redfish,.51053268,1.1737398,.19450805
2017,4,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.9058503,1.1737398,.25629115
2017,4,15,White Hake,whitehake,.97837067,1.1737398,.19613957
2017,4,16,Witch Flounder,witchflounder,1.5701137,1.1737398,.23772097
2017,4,17,SNEMA Winter Flounder,,2.4591258,1.1737398,.22901037
2018,1,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,.86108541,1.1737398,.20611529
2018,1,3,GBW Cod,codGB,1.7623312,1.1737398,.15912822
2018,1,5,GBW Haddock,haddockGB,.75139886,1.1737398,.16974936
2018,1,6,GB Winter Flounder,winterflounderGB,2.8372869,1.1737398,.14625013
2018,1,7,GB Yellowtail Flounder,yellowtailflounderGB,1.4463806,1.1737398,.033993155
2018,1,8,GOM Cod,codGOM,2.2535515,1.1737398,.31131151
2018,1,9,GOM Haddock,haddockGOM,1.0320123,1.1737398,.16612348
2018,1,10,GOM Winter Flounder,winterflounderGOM,2.3559585,1.1737398,.19913509
2018,1,11,Plaice,americanplaiceflounder,1.8248385,1.1737398,.14845899
2018,1,12,Pollock,pollock,.64593291,1.1737398,.17309679
2018,1,13,Redfish,redfish,.39597577,1.1737398,.13965397
2018,1,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.5032643,1.1737398,.11499877
2018,1,15,White Hake,whitehake,.69170725,1.1737398,.18074712
2018,1,16,Witch Flounder,witchflounder,1.5547299,1.1737398,.16551524
2018,1,17,SNEMA Winter Flounder,,2.5232275,1.1737398,.11088517
2018,2,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.1086323,1.1737398,.20611529
2018,2,3,GBW Cod,codGB,1.7484936,1.1737398,.15912822
2018,2,5,GBW Haddock,haddockGB,.6753118,1.1737398,.16974936
2018,2,6,GB Winter Flounder,winterflounderGB,2.8826566,1.1737398,.14625013
2018,2,7,GB Yellowtail Flounder,yellowtailflounderGB,1.823469,1.1737398,.033993155
2018,2,8,GOM Cod,codGOM,2.3293724,1.1737398,.31131151
2018,2,9,GOM Haddock,haddockGOM,.79743838,1.1737398,.16612348
2018,2,10,GOM Winter Flounder,winterflounderGOM,2.455981,1.1737398,.19913509
2018,2,11,Plaice,americanplaiceflounder,1.7007492,1.1737398,.14845899
2018,2,12,Pollock,pollock,.78858435,1.1737398,.17309679
2018,2,13,Redfish,redfish,.45027289,1.1737398,.13965397
2018,2,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,2.1196299,1.1737398,.11499877
2018,2,15,White Hake,whitehake,.72890455,1.1737398,.18074712
2018,2,16,Witch Flounder,witchflounder,1.7287674,1.1737398,.16551524
2018,2,17,SNEMA Winter Flounder,,2.3035285,1.1737398,.11088517
2018,3,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.3010756,1.1737398,.20611529
2018,3,3,GBW Cod,codGB,1.7912971,1.1737398,.15912822
2018,3,5,GBW Haddock,haddockGB,.71091133,1.1737398,.16974936
2018,3,6,GB Winter Flounder,winterflounderGB,2.5362988,1.1737398,.14625013
2018,3,7,GB Yellowtail Flounder,yellowtailflounderGB,1.7626019,1.1737398,.033993155
2018,3,8,GOM Cod,codGOM,2.1096075,1.1737398,.31131151
2018,3,9,GOM Haddock,haddockGOM,.8217724,1.1737398,.16612348
2018,3,10,GOM Winter Flounder,winterflounderGOM,2.6522899,1.1737398,.19913509
2018,3,11,Plaice,americanplaiceflounder,2.0143454,1.1737398,.14845899
2018,3,12,Pollock,pollock,.49877316,1.1737398,.17309679
2018,3,13,Redfish,redfish,.45166418,1.1737398,.13965397
2018,3,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.9522568,1.1737398,.11499877
2018,3,15,White Hake,whitehake,.99805176,1.1737398,.18074712
2018,3,16,Witch Flounder,witchflounder,1.4221694,1.1737398,.16551524
2018,3,17,SNEMA Winter Flounder,,2.5895388,1.1737398,.11088517
2018,4,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,.96286184,1.1737398,.20611529
2018,4,3,GBW Cod,codGB,1.5935512,1.1737398,.15912822
2018,4,5,GBW Haddock,haddockGB,.7856335,1.1737398,.16974936
2018,4,6,GB Winter Flounder,winterflounderGB,2.536063,1.1737398,.14625013
2018,4,7,GB Yellowtail Flounder,yellowtailflounderGB,1.6643147,1.1737398,.033993155
2018,4,8,GOM Cod,codGOM,1.8905247,1.1737398,.31131151
2018,4,9,GOM Haddock,haddockGOM,.95549041,1.1737398,.16612348
2018,4,10,GOM Winter Flounder,winterflounderGOM,1.9354529,1.1737398,.19913509
2018,4,11,Plaice,americanplaiceflounder,1.9759905,1.1737398,.14845899
2018,4,12,Pollock,pollock,.66426694,1.1737398,.17309679
2018,4,13,Redfish,redfish,.4730036,1.1737398,.13965397
2018,4,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.7572498,1.1737398,.11499877
2018,4,15,White Hake,whitehake,.9056493,1.1737398,.18074712
2018,4,16,Witch Flounder,witchflounder,1.2872425,1.1737398,.16551524
2018,4,17,SNEMA Winter Flounder,,2.4413819,1.1737398,.11088517
2019,1,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,.93641239,1.1737398,.32009631
2019,1,3,GBW Cod,codGB,1.98979,1.1737398,.21162885
2019,1,5,GBW Haddock,haddockGB,.75751609,1.1737398,.22606272
2019,1,6,GB Winter Flounder,winterflounderGB,3.4066947,1.1737398,.26125544
2019,1,7,GB Yellowtail Flounder,yellowtailflounderGB,1.6620871,1.1737398,.091390863
2019,1,8,GOM Cod,codGOM,2.3721581,1.1737398,.37283173
2019,1,9,GOM Haddock,haddockGOM,.91449231,1.1737398,.27882719
2019,1,10,GOM Winter Flounder,winterflounderGOM,2.1939077,1.1737398,.25042781
2019,1,11,Plaice,americanplaiceflounder,1.3892657,1.1737398,.26053756
2019,1,12,Pollock,pollock,.89796734,1.1737398,.24461639
2019,1,13,Redfish,redfish,.43797812,1.1737398,.2511794
2019,1,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.2391834,1.1737398,.58130288
2019,1,15,White Hake,whitehake,.75337666,1.1737398,.26263136
2019,1,16,Witch Flounder,witchflounder,1.660064,1.1737398,.21526296
2019,1,17,SNEMA Winter Flounder,,3.1367545,1.1737398,.3253364
2019,2,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.1861546,1.1737398,.32009631
2019,2,3,GBW Cod,codGB,1.9351039,1.1737398,.21162885
2019,2,5,GBW Haddock,haddockGB,.78220916,1.1737398,.22606272
2019,2,6,GB Winter Flounder,winterflounderGB,2.1294918,1.1737398,.26125544
2019,2,7,GB Yellowtail Flounder,yellowtailflounderGB,1.7327738,1.1737398,.091390863
2019,2,8,GOM Cod,codGOM,2.4166975,1.1737398,.37283173
2019,2,9,GOM Haddock,haddockGOM,.90303427,1.1737398,.27882719
2019,2,10,GOM Winter Flounder,winterflounderGOM,2.1283743,1.1737398,.25042781
2019,2,11,Plaice,americanplaiceflounder,1.3957417,1.1737398,.26053756
2019,2,12,Pollock,pollock,.80337149,1.1737398,.24461639
2019,2,13,Redfish,redfish,.43291852,1.1737398,.2511794
2019,2,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.94484,1.1737398,.58130288
2019,2,15,White Hake,whitehake,1.0490645,1.1737398,.26263136
2019,2,16,Witch Flounder,witchflounder,1.8989619,1.1737398,.21526296
2019,2,17,SNEMA Winter Flounder,,2.2053349,1.1737398,.3253364
2019,3,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,1.1178987,1.1737398,.32009631
2019,3,3,GBW Cod,codGB,2.3140476,1.1737398,.21162885
2019,3,5,GBW Haddock,haddockGB,.92052078,1.1737398,.22606272
2019,3,6,GB Winter Flounder,winterflounderGB,1.6240357,1.1737398,.26125544
2019,3,7,GB Yellowtail Flounder,yellowtailflounderGB,1.0697296,1.1737398,.091390863
2019,3,8,GOM Cod,codGOM,2.5621817,1.1737398,.37283173
2019,3,9,GOM Haddock,haddockGOM,1.0322285,1.1737398,.27882719
2019,3,10,GOM Winter Flounder,winterflounderGOM,2.0685213,1.1737398,.25042781
2019,3,11,Plaice,americanplaiceflounder,1.632606,1.1737398,.26053756
2019,3,12,Pollock,pollock,.65596473,1.1737398,.24461639
2019,3,13,Redfish,redfish,.488933,1.1737398,.2511794
2019,3,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.5648454,1.1737398,.58130288
2019,3,15,White Hake,whitehake,.81682825,1.1737398,.26263136
2019,3,16,Witch Flounder,witchflounder,1.3997786,1.1737398,.21526296
2019,3,17,SNEMA Winter Flounder,,1.8410954,1.1737398,.3253364
2019,4,1,CCGOM Yellowtail Flounder,yellowtailflounderCCGOM,.79927129,1.1737398,.32009631
2019,4,3,GBW Cod,codGB,1.6269512,1.1737398,.21162885
2019,4,5,GBW Haddock,haddockGB,.79903775,1.1737398,.22606272
2019,4,6,GB Winter Flounder,winterflounderGB,1.4811554,1.1737398,.26125544
2019,4,7,GB Yellowtail Flounder,yellowtailflounderGB,.8958565,1.1737398,.091390863
2019,4,8,GOM Cod,codGOM,1.8419482,1.1737398,.37283173
2019,4,9,GOM Haddock,haddockGOM,.8470192,1.1737398,.27882719
2019,4,10,GOM Winter Flounder,winterflounderGOM,1.615742,1.1737398,.25042781
2019,4,11,Plaice,americanplaiceflounder,1.7862439,1.1737398,.26053756
2019,4,12,Pollock,pollock,.5577299,1.1737398,.24461639
2019,4,13,Redfish,redfish,.48929515,1.1737398,.2511794
2019,4,14,SNEMA Yellowtail Flounder,yellowtailflounderSNEMA,1.3255035,1.1737398,.58130288
2019,4,15,White Hake,whitehake,.61689305,1.1737398,.26263136
2019,4,16,Witch Flounder,witchflounder,1.3259479,1.1737398,.21526296
2019,4,17,SNEMA Winter Flounder,,1.7055018,1.1737398,.3253364
